Genes,BB9,BB10,BB17,BB19,BB20,BB21,BB11,BB12,BB18
tonB,7.195279,7.373822,8.141428,5.960071,6.101356,5.524597,6.462658,5.534124,6.47304
topB,6.872496,6.977864,7.088248,6.584015,6.56753,6.206839,6.282755,5.890763,6.280288
torD,5.490153,5.596905,5.494384,5.227818,5.854544,5.912458,5.305898,5.475863,5.503571
torR,5.828708,5.825684,5.22292,5.456445,5.496846,5.558298,5.511974,5.557196,5.555141
trg,5.877965,5.750097,5.338781,5.474728,5.543898,5.936873,5.704042,6.022346,5.958448
trmH,8.583767,8.658672,9.156667,8.568553,8.605202,7.87209,8.163499,7.490771,8.333455
trxC,7.123201,6.994976,8.030386,7.805673,7.792231,7.120891,6.799139,5.630755,6.60287
tus,6.214436,6.26294,6.306645,6.437677,6.578169,6.469137,6.049936,5.946965,6.017632
tyrB,6.622477,6.256916,6.661123,6.40134,6.57832,6.262358,6.533143,6.487936,6.607878
ubiB,6.300819,6.24205,6.545721,6.857147,6.802154,6.336408,6.90399,6.722042,6.634012
ubiD,9.327633,9.680676,10.740245,10.343152,10.242638,9.706765,10.605294,8.716017,9.829288
ubiE,7.291456,7.100746,7.660595,8.396074,8.065098,7.329124,8.229482,6.896296,7.805499
ubiG,7.651626,7.823412,8.29598,7.604561,7.820153,6.762429,6.796208,6.090663,6.836189
ubiH,6.231048,6.238233,6.187352,6.152528,6.228511,5.897797,6.375804,6.528946,6.650822
ubiX,5.559278,5.562212,4.982629,5.256294,5.581833,5.534342,5.244545,5.605228,5.795092
uidR,6.661507,6.771371,7.429541,6.920436,7.159256,7.048716,6.898269,6.120746,6.221548
uspC,5.759529,5.848172,6.225179,5.668006,5.965553,5.831497,5.888134,5.853896,5.866092
uup,7.043684,7.288728,7.774234,7.143128,7.156498,6.861273,6.552608,5.999143,6.4414
uvrA,6.588745,6.498618,6.66269,8.979305,8.894839,8.182836,7.906307,6.98657,8.008272
uvrB,5.923244,6.136109,6.36641,7.768985,7.503595,7.14693,6.887001,6.233907,6.892634
uvrC,6.190358,6.169344,6.236493,6.132844,6.146614,5.906482,5.988935,5.973519,6.107897
uvrD,6.011339,5.717868,5.993606,7.013529,6.800809,6.290885,6.980985,6.586344,7.081521
ves,5.273777,5.031836,5.5711,5.001487,5.18654,5.196056,4.918863,5.291751,5.561204
waaU,7.883395,8.243878,8.750493,8.872108,8.749876,8.222056,8.777791,7.603945,7.752521
wzb,5.334926,5.593145,5.180068,4.811985,5.647171,5.601637,5.568063,5.895109,5.832865
wzyE,6.398282,6.425879,7.197128,6.82787,6.722917,6.333656,6.784255,6.648796,6.732893
xerC,6.741885,6.536675,6.874465,6.720812,6.655237,6.337765,6.579859,6.499128,6.953335
yacC,6.497277,6.145331,7.081286,6.56389,6.687635,6.100978,6.322,6.292579,6.276031
yadI,5.489928,5.255425,5.467443,5.881616,5.394857,5.595683,5.909581,5.919745,5.543991
yafC,5.633867,5.602884,5.911332,5.772862,5.429315,5.369955,5.706227,5.692399,5.448901
yafE,5.722165,5.359837,6.321946,6.437444,6.355527,5.86141,6.343301,5.901084,6.038897
yagG,5.551239,5.624306,5.532068,5.54782,5.386052,5.667012,5.440487,5.936921,5.766754
yagH,5.586374,5.350391,5.399513,5.212803,5.344331,5.590961,5.443242,5.888816,5.574011
yahF,6.134303,5.962595,5.704291,5.421964,5.616328,6.318082,5.944648,6.464734,6.296512
yaiS,6.228049,6.353147,5.997157,5.611792,5.535555,6.253044,6.173987,6.541097,6.109549
yaiY,5.727757,5.864483,5.589823,5.680296,5.522338,6.23477,6.31591,6.175026,6.18426
ybaA,6.166896,5.913871,6.121264,5.929128,5.93336,6.117882,6.141882,6.401511,6.146798
ybaN,6.775169,6.620718,6.990172,6.445909,6.526507,6.6247,6.613296,6.630172,6.548252
ybaP,6.440454,6.458661,6.241878,6.37053,6.707718,6.668559,6.434762,6.383825,6.376724
ybaQ,6.447001,6.919102,7.061441,6.064861,6.474615,6.781045,6.571601,6.443259,6.36445
ybaV,5.97306,6.205373,5.918577,5.766569,5.490731,6.113513,5.747549,5.889474,6.450436
ybbC,5.878529,6.107416,5.472293,5.903376,5.391871,6.212803,6.158236,6.377453,5.417751
ybcF,5.78986,6.029961,5.5386,5.23362,5.699024,6.340242,5.644895,6.037382,5.976639
ybcN,5.858429,6.151047,5.366112,5.418325,5.173727,6.187114,5.875755,6.194934,5.428946
ybcO,5.700329,5.578093,5.023788,5.67084,5.514785,6.193101,5.988821,5.93925,5.802038
ybcV,5.930241,6.154636,6.030093,5.049195,4.890836,5.430018,5.671463,6.253876,6.067918
ybeY,6.13574,6.042207,6.463802,6.437444,6.939579,6.342146,5.86131,5.584391,5.803744
ybfB,5.432759,5.677142,5.420044,5.09622,5.146452,4.937344,5.224928,5.520076,4.903376
ybfC,5.522589,5.837363,5.304073,5.659068,5.572526,5.819311,5.884744,5.72909,5.247282
ybgC,6.472796,6.694727,6.907552,6.779982,6.618635,6.1223,5.703765,5.722111,5.791423
ybgP,5.552377,5.636306,4.474112,4.71188,4.75777,5.319654,5.518598,5.261681,5.453485
ybhA,6.875645,6.879804,7.271967,6.535866,6.63125,6.100683,5.980117,5.674009,6.11836
ybhN,5.646249,5.627315,5.059009,6.035338,5.984042,6.191819,5.809723,5.834357,5.783457
ybhQ,6.419488,6.681084,7.438567,7.457602,7.190358,6.583339,7.5594,6.00641,6.493439
ybiA,5.75673,5.953195,6.245496,6.139961,6.016095,6.248174,5.829875,5.943148,6.131404
ybjC,7.100873,6.75761,7.357974,6.533688,6.832472,6.110823,6.37128,5.601548,6.560256
ybjN,9.042157,9.10185,9.542169,8.847017,8.875273,8.070298,8.651698,6.762561,7.687208
ybjP,6.125341,6.480507,6.279991,8.477661,8.252708,7.617952,7.430787,6.194717,6.69566
ybjQ,5.828657,5.939203,5.890106,6.486763,6.393107,6.152954,5.670444,5.987753,6.116822
ybjS,6.244259,6.261775,6.821914,6.305442,6.239856,5.677593,5.576069,5.832029,5.80488
ycbK,8.070652,8.231648,8.833507,8.213192,8.109381,7.266852,7.591844,6.161686,7.432984
yccU,5.686753,5.886038,5.845365,6.137585,6.535338,5.753685,5.914636,5.680634,5.852823
ycdX,7.935896,7.949873,8.543109,8.496414,8.565807,7.758929,7.007442,6.14867,6.937568
ycdZ,5.519448,5.719403,5.886136,5.726559,5.408134,5.761205,5.285106,5.529477,5.67979
ycfP,6.886733,6.582767,7.472504,7.521561,7.600114,6.549192,6.500356,5.529384,6.231874
ycgM,5.352582,5.304913,5.699774,4.99458,4.802814,5.223577,5.151534,4.96763,4.710559
ycgX,6.48259,6.647142,7.437652,5.749454,6.112158,5.754674,5.9115,5.517622,5.471675
ychF,9.191081,9.702633,10.503518,9.487876,9.390405,8.817745,8.204884,6.798932,7.603893
ychH,5.872459,5.944741,6.871277,7.57597,7.387216,7.022745,6.75829,5.499718,6.294492
ychQ,6.011361,6.160719,6.003962,6.353394,5.897749,5.575403,4.896901,5.543279,5.389464
yciA,5.510012,5.596876,5.908573,5.66741,4.498059,5.394548,5.666416,5.126849,5.151534
yciB,6.295723,6.466317,6.79374,5.622345,6.018612,5.436562,5.622784,5.470309,5.268135
yciK,6.500133,6.447315,6.948963,6.472796,6.570933,5.776525,5.955847,5.628482,5.834939
yciS,7.118152,7.240553,7.597866,7.296843,7.133779,7.036976,6.727635,6.146981,6.968045
ycjF,5.632792,5.473787,4.830103,5.655151,5.776578,5.842702,5.569491,5.784766,5.310376
ydaS,5.75657,5.503985,4.910589,4.945374,5.259423,5.831497,5.418494,5.623106,6.025738
ydaT,5.906939,5.690305,5.653576,5.874281,4.931589,5.292377,5.725659,5.760567,5.909269
ydaU,5.646739,5.905568,5.187372,5.255047,5.171887,5.595086,5.7483,5.934611,5.81455
ydcN,6.537995,6.624218,6.341167,6.673896,6.738484,6.189469,5.760939,6.130931,5.940002
ydcT,5.632908,5.532442,5.329554,6.035206,5.742815,5.91102,5.73452,6.030888,5.881885
ydcU,5.615946,5.50497,5.464799,6.304329,6.107583,6.403626,5.90677,6.040892,5.91619
ydcV,5.503094,5.575191,5.182057,5.72525,5.985979,5.983336,5.650707,5.916668,6.042863
ydcZ,6.600954,6.735278,7.171247,7.817591,7.534956,7.505978,6.895957,6.447182,6.687859
yddE,5.9743,5.912051,5.811009,5.862451,6.068155,6.182533,5.791293,6.022212,6.020969
yddM,5.651683,5.884158,5.988617,5.490634,5.544176,4.989593,5.26123,6.143904,5.757637
ydeE,5.974736,6.043126,6.32016,6.665933,6.794247,6.623691,6.143842,6.144984,6.326969
ydfB,5.600983,5.451508,5.0478,5.060696,5.434995,5.819081,5.673359,5.314769,5.235076
ydfR,5.129365,5.442147,4.980162,4.553852,4.292855,5.083852,5.209453,5.562517,5.30546
ydfV,5.581743,5.746125,5.377436,5.231778,5.125486,6.016273,5.127922,6.00277,5.76641
ydgA,7.099022,7.048269,7.593025,8.596712,8.706106,7.835949,6.914672,6.058078,6.609149
ydhL,5.45697,5.553545,5.546215,6.038568,5.603745,5.751812,5.794,5.429482,5.854669
ydhR,5.545073,5.551024,5.3977,6.007375,6.197983,6.297888,6.168843,5.963867,5.789625
ydhX,5.231624,5.45388,5.113367,5.031792,5.625534,5.370129,5.391321,5.643192,5.675054
ydiL,5.691311,5.571464,5.098537,4.463165,5.001532,5.46956,5.362821,5.795325,5.512985
ydiO,5.615122,5.435795,4.840111,4.107772,4.943359,5.265287,4.99657,5.674913,5.24599
ydiR,5.436895,5.123997,5.187728,5.443607,5.27221,5.372534,5.421762,5.50808,5.564927
ydiT,5.314515,5.163619,4.636103,4.90588,4.455229,4.420078,4.689523,5.628336,5.451046
ydiY,5.513428,5.750955,5.706006,5.35184,5.543651,5.62924,5.12532,5.713256,6.02837
ydiZ,6.161767,6.206839,6.678001,9.688887,10.057775,9.32591,7.650355,6.203749,7.24714
ydjA,6.61934,6.647847,7.019524,6.887793,6.721058,6.617651,6.28518,6.103477,6.673867
yeaN,6.380816,6.438892,6.816651,6.108127,5.961137,5.808823,5.881102,5.745802,6.007509
yebC,9.076773,9.358111,10.20699,9.482219,9.04015,8.381348,8.735431,7.397384,8.43245
yebE,5.548591,5.607537,5.176522,5.226817,4.830103,4.89103,5.414677,5.608336,5.682742
yebY,6.21944,6.475296,6.376204,5.861707,5.897749,5.850024,5.890739,5.99467,6.49659
yedE,6.804066,6.560333,7.125062,6.72977,6.646148,6.529368,6.652458,6.006769,6.415674
yefM,6.301386,5.970071,6.205998,5.201516,5.490731,6.034766,6.004456,5.541484,6.041834
yegL,5.640129,5.620322,5.121098,5.401118,5.308739,5.504811,5.72293,5.907948,6.010556
yegP,5.627344,5.786858,5.724296,7.662982,7.605976,6.796857,6.842665,6.171927,6.673019
yehC,5.630697,5.429147,4.713586,5.143189,4.862402,5.431222,5.442711,6.098369,5.722439
yehD,5.30823,5.630755,5.079037,4.76288,5.169043,6.007285,5.261418,6.22064,5.385845
yeiL,5.854544,5.69173,6.011585,5.187293,5.565719,6.067918,6.025383,5.951984,5.544022
yejE,5.796182,5.933455,5.313028,5.808231,5.825455,5.726749,5.511152,5.995349,6.042863
yejH,5.909125,6.063913,5.835141,5.832105,5.914565,6.031417,5.970117,6.043826,6.095355
yejM,6.374535,6.391355,6.789534,6.369414,6.569446,6.318751,6.424855,6.206311,6.40458
yfaD,5.74233,5.709814,5.748864,5.294143,5.799942,5.990161,5.475539,5.972509,5.758916
yfcH,6.680676,6.642109,7.343408,7.104295,6.985273,6.840199,6.45187,6.103015,6.206624
yfdX,5.788764,5.829494,5.055239,5.364152,5.331454,5.423208,5.317557,6.048389,5.52491
yffB,6.34979,6.286382,6.971302,6.124886,6.353817,5.941106,5.966154,6.184657,5.871203
yffM,5.944249,5.658326,6.295062,5.335819,5.632617,5.942679,5.445991,5.981076,5.847446
yffO,5.837313,5.701022,5.391905,5.932912,4.849699,5.743461,5.406265,6.171207,6.054371
yffS,6.360294,6.338924,6.592621,6.681955,6.463998,6.194225,6.048629,6.039818,6.194461
ygaP,6.383065,6.010064,5.748864,6.387707,6.163499,6.147531,6.299281,6.174786,5.893047
ygaU,6.035448,5.865622,6.074013,9.266224,9.082849,8.582375,7.748347,6.453946,7.172287
ygbA,5.674178,6.112596,5.751035,5.457561,6.067639,5.705259,5.922888,6.553145,5.938098
ygbK,6.055825,6.04987,5.599437,5.638479,5.951425,5.91466,5.991681,6.441102,6.388723
ygfB,8.595944,8.696449,9.424378,9.15692,9.101288,8.298631,8.228559,7.394703,8.029133
ygfM,6.267217,6.004187,5.845791,5.418325,5.424116,6.039884,6.223403,6.518976,6.589209
yggL,6.673514,6.539283,6.931258,6.919507,6.790668,6.59434,6.307101,6.701993,6.951075
ygiZ,5.905158,6.344118,6.290222,4.981944,5.503412,5.503126,6.322613,6.894163,6.476657
ygjQ,6.204297,6.330756,5.454077,5.585173,5.957868,5.960535,6.528571,6.691548,6.7788
yhbP,6.092969,6.02711,5.45789,5.881224,5.577066,6.015025,6.221606,6.299006,6.388568
yhbQ,6.021324,5.920722,5.451277,5.919912,6.431606,6.318823,6.182871,5.993991,6.279973
yhbS,5.941811,5.716826,5.545134,5.18848,5.421964,5.880734,6.170226,6.192589,6.041834
yhbV,5.987275,5.668913,5.54362,5.426298,5.771331,5.908597,6.047233,6.435579,5.843456
yhcF,5.96167,6.081936,6.010892,6.415201,6.253592,6.384689,6.380262,6.408457,6.174706
yhcO,5.233159,5.451903,4.42156,7.556491,7.83132,7.575721,6.874883,6.478778,6.428544
yhgF,7.154271,7.13734,7.683921,7.317349,7.172117,6.914804,6.976971,6.929744,7.20719
yhhL,6.563341,6.342075,6.35101,5.585654,5.944273,6.080381,6.30803,6.563829,6.358906
yhhM,7.580726,7.321838,7.757543,7.829412,7.54782,7.292515,7.860708,7.265465,7.366593
yhhQ,6.68159,6.622886,6.29519,6.134016,6.267686,6.739538,6.776301,7.092408,6.997857
yibA,7.268612,7.214504,6.798815,6.351452,6.382027,6.976902,7.465934,7.667594,7.166535
yibG,6.440902,6.881555,6.18299,5.806376,6.01277,6.399479,7.062057,7.263767,7.044766
yidP,6.507351,6.300673,5.976799,5.854245,5.891784,6.238596,6.611718,7.054805,6.826714
yieL,6.332941,6.125548,5.893217,5.667637,5.879436,6.148161,6.553345,6.942444,6.604709
yjbL,5.6033,5.959793,5.861707,4.580688,5.149056,5.217231,5.934375,6.295613,5.696884
yjbM,5.679058,5.849524,5.222611,5.258557,5.210116,5.732052,5.847771,6.408168,5.25618
yjeO,6.12348,5.831472,5.509379,5.978402,6.16798,6.456379,6.094299,6.584241,6.281457
yjjV,6.764288,6.96241,7.473186,7.674185,7.48475,7.108357,7.566792,6.950877,7.595981
ykfI,5.915258,5.883132,5.048323,5.033423,5.547357,6.017165,5.693041,6.048498,5.666302
ylbF,6.006186,6.123873,5.314878,5.295833,5.641604,6.072942,5.757743,6.041747,5.91767
ymfI,5.673161,5.68594,6.456165,6.032916,6.017098,5.939979,8.278677,6.715166,7.684181
ymfJ,5.353641,5.64812,4.96703,4.991681,5.111824,4.701494,9.928219,7.936502,9.561853
ynaJ,6.83461,6.629531,7.097843,8.284472,8.527798,7.864892,7.112982,6.385483,7.471716
yncE,10.068711,10.120627,11.27524,8.331154,8.189578,7.641835,9.450032,7.462011,9.078821
yneG,5.781281,5.763624,6.38303,5.662547,6.176363,6.140615,6.260628,6.061063,5.811933
ynfA,5.70584,5.62044,5.642933,5.456576,5.761365,5.65538,5.535151,5.726068,5.848348
ynfG,5.35713,5.451936,4.980391,5.431924,5.013552,5.569582,5.279508,5.744753,5.358045
ynjA,5.670415,5.69371,5.105469,5.384568,5.508619,5.377263,5.481105,5.154778,4.897144
ynjD,5.703239,5.677142,5.221606,4.716332,5.146452,5.276348,5.423242,5.544949,5.345929
yoaB,7.108943,7.199378,7.269772,7.908104,7.721195,7.268462,7.305551,6.32907,7.042425
ypjF,5.51674,5.105594,5.581562,5.06169,4.97159,5.642471,5.260703,5.795221,5.059572
yqfB,6.990739,7.453402,7.672291,7.701909,7.699489,7.315476,7.22724,6.783352,6.887172
yqgE,7.484565,7.641315,7.722603,7.268032,7.229261,7.021135,7.478179,7.109559,7.354743
yqhA,7.032894,7.055087,6.883083,6.759156,7.095028,7.01354,7.070776,6.934068,7.085934
yqiA,6.68343,6.754353,7.228838,6.482316,6.362522,6.379846,6.756917,6.828454,6.854208
yqiB,6.7605,6.79322,7.00196,6.983985,6.983632,6.859386,7.111897,6.903219,6.91259
yqjA,8.813329,9.093013,9.779054,9.49511,9.248936,8.722862,8.93147,7.666252,8.359877
yqjK,5.848498,5.735901,5.086784,6.908873,6.750727,6.733164,6.524894,6.47291,6.374657
yraR,5.783719,5.840891,4.926948,5.647257,5.68159,5.914708,6.262677,6.296311,6.021302
yrfF,6.771239,6.761817,7.093032,6.62587,6.691241,6.444717,7.060491,6.884183,7.008171
ytfI,6.09858,6.315675,6.156194,5.383393,5.724596,5.986957,6.500388,6.703364,6.47455
zraP,5.754166,5.114034,5.238137,5.301222,5.705701,5.530882,5.030292,5.623428,5.100389
zwf,8.012401,8.015744,8.679315,7.850937,7.857409,7.206858,7.301908,6.355985,7.315521
accA,6.883694,7.14931,7.676162,7.006219,7.116427,6.519573,6.605761,6.065206,6.414728
accB,9.014272,9.055976,9.88458,8.153522,8.13652,7.225959,7.868983,6.936979,7.717231
accC,9.446469,9.646575,10.357673,8.726511,8.752464,7.869273,8.261695,6.988628,7.986638
acpS,5.179829,5.270678,4.131589,4.599258,4.474631,4.741035,5.639261,5.525286,5.202496
adk,8.145545,8.270309,8.612916,8.537715,8.257855,7.953452,7.290535,6.731523,7.346381
argS,7.196735,7.377558,8.097411,7.449545,7.377766,7.008574,6.550208,6.095608,6.632123
asd,6.878971,6.786583,6.557915,7.115814,6.952054,7.008081,7.15582,7.012859,7.333987
asnS,7.405261,7.399718,8.257972,7.376316,7.243222,6.59425,6.258594,5.911236,6.513728
aspS,8.047009,8.031671,8.66529,8.152346,8.115512,7.361198,6.821353,6.126849,7.021868
bamA,7.912847,8.027972,8.693741,8.370042,8.423742,7.893289,7.505677,6.594265,7.356663
birA,5.501726,5.029674,5.013016,4.96643,5.287214,5.471155,5.209843,5.757237,5.443772
cca,6.540802,6.513617,6.324433,6.260026,6.426617,6.387121,6.442711,6.769005,6.664582
cdsA,6.307228,6.339565,6.942984,6.540616,6.687523,6.296384,6.265062,6.35177,6.3977
coaD,7.147551,7.165148,7.447439,6.595563,7.13535,6.654794,7.147195,7.215213,7.124194
cysS,7.828492,8.112377,8.715663,7.922091,7.685926,7.319762,7.254896,6.754487,7.148538
dapA,8.890629,8.863229,9.422641,8.669374,8.67222,7.747985,7.660374,6.629779,7.939174
dapB,6.534248,6.425745,7.164786,7.240181,7.416764,6.813217,6.747643,6.347524,6.692302
dapD,6.710985,6.600433,6.964272,7.269454,6.983609,6.386432,6.320918,5.921079,6.747723
dapE,6.799048,6.740509,7.48125,6.999098,6.977692,6.605257,6.099022,6.135124,6.350886
def,7.14526,7.405593,7.809324,8.243212,8.248416,7.318308,7.590976,6.584286,7.243136
der,6.6963,6.444253,6.926901,6.570129,6.801611,6.527618,6.024032,6.041703,6.181003
dfp,7.841476,8.052465,8.352229,7.854251,7.559737,7.264105,7.60379,7.33928,7.664362
dnaA,7.001104,6.99244,7.350771,8.090864,7.964404,7.379534,7.583504,7.149615,7.608979
dnaB,7.004086,7.138845,7.373257,7.307246,7.286521,6.989377,7.242374,6.944402,7.365036
dnaC,7.346035,7.285541,7.972268,8.21361,8.061641,7.704817,7.53843,7.068628,7.151483
dnaE,6.07564,5.960929,6.419724,6.11076,6.116136,5.907732,5.935743,5.822679,6.061755
dnaN,7.421476,7.461741,7.675576,8.302351,8.263786,7.768469,7.642261,7.298933,7.856345
dnaX,7.499567,7.678466,8.223534,7.723067,7.61521,7.076388,7.221993,6.5443,7.15263
dut,7.723299,7.726702,8.161182,7.737964,7.809273,7.067155,8.026435,7.262396,7.812068
dxr,6.396571,6.283588,6.573511,6.897337,6.79687,6.363837,6.717923,6.063525,6.308011
dxs,7.795449,7.968955,8.613016,8.152462,8.038656,7.460693,7.481194,6.718677,7.270594
eno,8.794991,8.803495,9.442095,9.364824,9.222126,8.416751,7.794455,6.89409,7.581758
era,6.141167,6.20132,6.315385,6.465958,6.257539,5.986525,5.631454,5.53241,5.658697
fabA,6.78364,7.053263,7.690473,6.636552,6.159468,6.150397,6.289078,6.031969,6.227722
fabB,8.004119,7.979557,8.761764,8.206682,8.014975,7.332529,7.559851,6.266861,7.290968
fabD,9.30833,9.446004,10.101293,8.8826,8.974033,8.07076,7.865826,6.601697,7.949173
fabI,8.630118,8.903674,9.577833,8.895824,8.702069,8.011764,7.811394,6.539888,7.537576
fabZ,6.929495,7.078514,7.444667,7.32518,6.876149,6.675477,6.886014,6.189627,6.808977
ffh,6.617725,6.651956,7.329447,6.611379,6.528071,6.355897,6.298805,5.848348,6.421695
fmt,6.954557,7.196607,7.699496,7.3943,7.448199,6.959063,6.961264,6.299666,6.822475
folA,7.603968,8.03107,8.868143,7.928234,7.70807,7.299135,7.576061,6.645269,7.278654
folC,6.574071,6.705425,6.936673,6.628511,6.406724,6.280622,6.363013,5.863691,6.283218
folE,7.345175,7.480927,8.176393,7.965542,7.679403,7.219014,7.084171,6.61997,7.554888
folK,5.996728,6.103393,6.464897,6.465256,6.337533,5.921627,6.081233,5.933974,6.038897
frr,7.23742,7.15194,7.46798,8.229208,7.89675,7.353438,7.629969,6.435895,7.285273
ftsA,6.298878,6.273199,6.731604,6.949675,6.731536,6.755849,6.490747,6.277315,6.385362
ftsB,7.232402,7.293683,7.254169,7.420103,7.336667,6.929945,6.840992,6.465991,6.949173
ftsE,6.965992,6.810623,7.146197,7.077809,6.954476,6.760913,6.919221,6.94797,7.139306
ftsI,6.326663,6.282143,6.610715,6.58801,6.56154,6.436445,6.560042,6.3295,6.659696
ftsL,8.182484,8.336114,8.70175,8.732954,8.719163,8.232728,8.282254,7.321134,8.073665
ftsQ,6.465485,6.665521,7.113534,7.565011,7.4682,6.964121,6.926438,6.235536,6.399496
ftsW,5.817905,5.826676,5.852823,6.100704,5.79504,5.782199,5.890058,6.103917,5.96922
ftsY,7.592218,7.776512,8.303379,8.156589,7.987133,7.595347,7.735989,7.065066,7.661899
ftsZ,8.237984,8.319966,8.654629,8.945523,8.833118,8.151052,7.734391,6.718827,7.496534
glmS,8.394287,8.432438,9.020188,8.783741,8.827501,8.055673,8.577066,7.520069,8.687267
glmU,8.303242,8.343386,8.876155,9.070773,9.062699,8.218389,8.782677,7.411833,8.708436
glnS,7.503555,7.765707,8.454427,7.410757,7.37397,6.855018,6.737687,6.231202,6.634651
gltX,6.938368,7.117986,7.617769,7.14476,6.972337,6.530274,6.663857,6.15862,6.604205
glyQ,9.078031,9.090369,9.579778,9.230085,9.122851,8.330263,8.669073,7.719088,8.490109
gmk,8.35949,8.435954,8.898795,9.1147,8.94566,8.414647,8.225656,7.600352,8.161968
gyrA,9.400886,9.580701,10.195372,9.637953,9.613007,8.731333,8.028138,6.748636,7.843029
gyrB,8.216998,8.420482,9.022878,8.610519,8.65244,8.140707,8.218999,7.600656,8.306171
hemA,6.187035,6.37417,6.510519,6.759995,6.448273,6.124204,5.59132,5.358994,5.860044
hemB,8.50764,8.667083,9.349989,8.963619,8.994882,8.026612,7.957648,6.937132,7.761997
hemC,6.874416,6.641835,7.230405,7.478487,7.210535,6.901724,7.30751,6.607715,7.192914
hemD,6.918804,6.654879,7.194136,7.642716,7.34748,7.007734,7.342581,6.767602,7.251331
hemG,7.428553,7.445553,7.892342,8.375252,8.303804,7.597926,7.688278,6.524456,7.481372
hemH,6.167378,6.470911,6.505637,6.282607,6.316671,6.537622,6.017944,6.389119,6.280864
hemL,7.023544,7.262067,7.777407,7.157397,6.941447,6.446289,6.871351,6.315657,6.494032
hisS,6.804312,7.064754,7.3759,7.113148,6.791723,6.504223,6.566024,6.022235,6.390238
holA,8.633555,9.051745,10.118318,9.261756,9.270781,8.354276,8.288395,7.200683,8.267639
holB,5.816139,5.800693,5.634971,5.687397,5.750767,5.80426,4.939791,5.355298,5.54167
infA,8.477066,8.900604,9.641521,8.36197,8.313758,8.092059,7.249673,6.460693,7.284227
